id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,amountUSD_defl,amountUSD_defl_millions,deflator,destination_country,destination_deliverychannel,destination_iso3,destination_ngotype,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,source_country,source_iso3,source_orgtype,source_privatemoney,year
233006,0,,233009|233008|233007,financial,2021-06-11T09:17:21.417Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"Fortalecimiento Institucional de la Cruz Roja Nicaragüense. Multi year 2021/2023, total amount CHF 950,000 (7F-10741.01)",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-06-11T09:21:28.548Z,1,incoming,shared,0,7F-10741.01,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","","","","","","",161,Nicaragua,single,"","",2472,Nicaraguan Red Cross,single,Red Cross/Red Crescent,,,"","",,,,"","",,"",44; 42; 43,2023; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,,"","","","","","",National Society,NULL; NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Nicaragua,RCRC,NIC,"",Red Cross,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233013,0,,233016|233015|233014,financial,2021-06-11T09:51:27.400Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"Global : Support to Humanitarian Education Project, 2021/2023, total amount CHF 500,000   
(7F-09320.04)",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-06-11T09:54:27.705Z,1,incoming,shared,0,7F-09320.04,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","",3,Education,single,"","",251,Global,single,"","","","","","",,,"","",,,,"","",,"",44; 43; 42,2023; 2022; 2021,shared; shared; shared,"",,"","","","","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Global,,,,"",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233018,0,,233020|233019,financial,2021-06-11T11:36:50.846Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"Emergency Response and Assistance to displaced Populations. Multi year 2021/2022, total amount CHF 900,000 (7F-10771.01)",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-06-11T11:40:45.840Z,1,incoming,shared,0,7F-10771.01,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","","","","","","",19,Bangladesh,single,"","",2986,International Organization for Migration,single,UN agency,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,"","","","","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Bangladesh,UN Multi,BGD,"",UN Multi,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233022,0,,233024|233023,financial,2021-06-11T12:50:11.684Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"SYR Provision of inclusive health care services and psychosocial support to conflict-affected population in Idlib governorate. Multiyear 2021/2022, total amount CHF 1,200,000 (7F-10427.02)",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-06-11T12:54:59.696Z,1,incoming,shared,0,7F-10427.02,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","","","","","","",218,Syrian Arab Republic,single,"","",4319,NGOs (details not yet provided),single,NGO,,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,NULL; NULL,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Syrian Arab Republic,NGOs and CSOs,SYR,Undefined NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233026,0,,233028|233027,financial,2021-06-11T13:22:40.568Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"Projet d'Appui à la Reconstruction de l'Habitat avec Formation dans le Sud (PARHAFS), Port-Salut
Multiyear 2021/2022, total amount CHF 398,000 (Z7FH14800016 )",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-11-15T08:53:36.306Z,1,incoming,shared,0,Z7FH14800016,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","","","","","","",96,Haiti,single,"","",2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,NULL; NULL,,"","","","","","",National government,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Haiti,Public Sector,HTI,"",DAC governments,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233029,0,,233031|233030,financial,2021-06-11T13:33:34.103Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"Projet d'Appui à la Reconstruction de l'Habitat avec Formation dans le Sud (PARHAFS), Port-Salut
Multiyear 2021/2022, total amount CHF 1,053,738 (7F-09905.01)",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-11-15T08:54:44.335Z,1,incoming,shared,0,7F-09905.01,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","","","","","","",96,Haiti,single,"","",2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,"","","","","","",National government,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Haiti,Public Sector,HTI,"",DAC governments,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233032,0,,233034|233033,financial,2021-06-11T13:43:03.352Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,"IMMAP: Promoting local response capacities (PLRCAP 2). Multiyear 2021/2022, total amount 
CHF 237,970 (7F-10352.02)",earmarked,0.899,2021-06-03T00:00:00Z,Parked,Multiyear,TRUE,CHF,Traditional aid,,commitment,2021-06-11T13:46:08.423Z,1,incoming,shared,0,7F-10352.02,2924,"Switzerland, Government of",single,Government,42,2021,single,"",217,Switzerland,single,"","",National government,"","","","","","","","","","",163,Nigeria,single,"","",12006,Nigeria INGO Forum,single,NGO,,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,NULL; NULL,,"","","","","","",National,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.07440918531544,Nigeria,NGOs and CSOs,NGA,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Switzerland,CHE,DAC governments,no,2022
233092,0.5,,233093|233094,financial,2021-06-12T12:25:10.666Z,2021-04-12T00:00:00Z,2021-04-12T00:00:00Z,Provision of protection assistance to children through Children Friendly Space (CFS),earmarked,0.853,2021-06-04T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-06-23T20:27:36.385Z,1,incoming,shared,1,2986,4306,"Germany, Government of",single,Government,42,2021,single,"",83,Germany,single,"","",National government,"","","","","",26480,Coordination and support services,single,"","",65; 32; 49; 144; 45; 64; 227; 172; 27; 54; 174; 13; 58; 11; 95; 239; 175,"Ecuador; Brazil; Colombia; Mexico; Chile; Dominican Republic; Trinidad and Tobago; Panama; Bolivia, Plurinational State of; Costa Rica; Paraguay; Aruba; Curaçao; Argentina; Guyana; Uruguay; Peru",shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL,"",2986,International Organization for Migration,single,UN agency,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,"","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0.454343387849851,4.54343387849851e-07,1.10048921888402,Multi-destination_country,UN Multi,MULTI,"",UN Multi,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
233222,0,,233223|233224,financial,2021-06-13T20:33:46.602Z,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,Assessing access to durable solutions for Venezuela migrants and refugees- Ford Foundation,softly earmarked,,2021-06-10T00:00:00Z,Parked,Multiyear,TRUE,"",Traditional aid,,commitment,2021-06-23T18:19:32.771Z,1,incoming,shared,,136080,5453,Ford Foundation,single,Private organization/foundation,41,2020,single,"","","","","","",International organization/foundation/individual,"","","","","","","","","","",49,Colombia,single,"","",2178,Norwegian Refugee Council,single,NGO,,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,NULL; NULL,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.08142436250486,Colombia,NGOs and CSOs,COL,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Total DAC,DAC,Foundations,private,2022
233226,0,,233227|233228,financial,2021-06-13T21:31:22.965Z,2021-03-01T00:00:00Z,2021-03-01T00:00:00Z,Emergency COVID-19 LEGO Foundation,softly earmarked,,2021-06-10T00:00:00Z,Parked,Multiyear,TRUE,"",Traditional aid,,commitment,2021-06-23T18:21:28.940Z,1,incoming,shared,,e-COVID-19 LEGO,5681,LEGO Foundation,single,Private organization/foundation,42,2021,single,"","","","","","",International organization/foundation/individual,"","","","","","","","","","",49,Colombia,single,"","",2178,Norwegian Refugee Council,single,NGO,,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,NULL; NULL,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.08142436250486,Colombia,NGOs and CSOs,COL,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Total DAC,DAC,Foundations,private,2022
233230,0,,233232|233231,financial,2021-06-13T22:16:14.656Z,2021-03-01T00:00:00Z,2021-03-01T00:00:00Z,Emergency COVID-19 LEGO Foundation,softly earmarked,,2021-06-10T00:00:00Z,Parked,Multiyear,TRUE,"",Traditional aid,,commitment,2021-06-23T18:23:52.962Z,1,incoming,shared,,e-COVID-19 LEGO,5681,LEGO Foundation,single,Private organization/foundation,42,2021,single,"","","","","","",International organization/foundation/individual,"","","","","",3,Education,single,"","",49,Colombia,single,"","",2178,Norwegian Refugee Council,single,NGO,,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,NULL; NULL,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.08142436250486,Colombia,NGOs and CSOs,COL,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Total DAC,DAC,Foundations,private,2022
233235,0,,233237|233236,financial,2021-06-13T22:33:53.903Z,2021-03-01T00:00:00Z,2021-03-01T00:00:00Z,Emergency COVID-19 LEGO Foundation,earmarked,,2021-06-10T00:00:00Z,Parked,Multiyear,TRUE,"",Traditional aid,,commitment,2021-06-23T18:24:46.732Z,1,incoming,shared,,e-COVID-19 LEGO,5681,LEGO Foundation,single,Private organization/foundation,42,2021,single,"","","","","","",International organization/foundation/individual,"","","","","","","","","","",49,Colombia,single,"","",2178,Norwegian Refugee Council,single,NGO,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,742,VENEZUELA Outflow - Regional Refugees and Migrants,single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.08142436250486,Colombia,NGOs and CSOs,COL,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Total DAC,DAC,Foundations,private,2022
233419,0,2021,233423|233422|233421|233420,financial,2021-06-16T02:25:21.670Z,2021-06-15T00:00:00Z,2021-06-15T00:00:00Z,"Africa-wide humanitarian aid program for internally displaced persons, refugees, host communities and returnees. Includes rapid crisis response mechanism and flexible funds to support IOM humanitarian country programs in crisis contexts.","",0.82,2021-06-15T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-06-16T07:26:09.926Z,1,incoming,shared,0,AA-S09-321.50 AFR 10/21,4306,"Germany, Government of",single,Government,45; 44; 43; 42,2024; 2023; 2022; 2021,shared; shared; shared; shared,NULL; NULL; NULL; NULL,83,Germany,single,"","",National government,NULL; NULL; NULL; NULL,"","","","","","","","","","","","","","",2986,International Organization for Migration,single,UN agency,,,"","",,,,"","",,"",42; 43; 44; 45,2021; 2022; 2023; 2024,shared; shared; shared; shared,NULL; NULL; NULL; NULL,,"","","","","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.10048921888402,"",UN Multi,,"",UN Multi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
233648,0,2021,233651|233650|233649,financial,2021-06-19T02:25:18.293Z,2021-06-18T00:00:00Z,2021-06-18T00:00:00Z,"Multi-sectoral humanitarian aid in the form of cash, in-kind, services and vouchers for the coverage of basic needs, food security, physical and mental health, and winterization for conflict-affected people in eastern Ukraine","",0.82,2021-06-18T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-09-15T13:21:45.677Z,1,incoming,shared,0,AA-S09 321.50 UKR 04/21,4306,"Germany, Government of",single,Government,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,83,Germany,single,"","",National government,NULL; NULL; NULL,"","","","","","","","","",234,Ukraine,single,"","",3162,Caritas Germany (DCV),single,NGO,,,"","",,,,"","",,"",42; 43; 44,2021; 2022; 2023,shared; shared; shared,NULL; NULL; NULL,,"","","","","","",International,NULL; NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.10048921888402,Ukraine,NGOs and CSOs,UKR,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
233652,0,2021,233654|233653,financial,2021-06-19T02:25:20.174Z,2021-06-18T00:00:00Z,2021-06-18T00:00:00Z,Support of neutrality-promoting measures at UNRWA,"",0.82,2021-06-18T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-10-07T07:39:15.240Z,1,incoming,shared,0,AA-S09 321.50 PSE 04/32,4306,"Germany, Government of",single,Government,43; 42,2022; 2021,shared; shared,NULL; NULL,83,Germany,single,"","",National government,NULL; NULL,"","","","","","","","","",171,occupied Palestinian territory,single,"","",3035,United Nations Relief and Works Agency for Palestine Refugees in the Near East,single,UN agency,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,"","","","","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.10048921888402,occupied Palestinian territory,UN Multi,PSE,"",UN Multi,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
233656,0,2021,233659|233658|233657,financial,2021-06-19T02:25:21.450Z,2021-06-18T00:00:00Z,2021-06-18T00:00:00Z,Improved infant and young child feeding practices and improved access to save drinking water and hygiene,"",0.82,2021-06-18T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-09-13T13:29:21.082Z,1,incoming,shared,0,AA-S09 321.50 SYR 04/21,4306,"Germany, Government of",single,Government,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,83,Germany,single,"","",National government,NULL; NULL; NULL,"","","","","","","","","",218,Syrian Arab Republic,single,"","",2849,Save the Children,single,NGO,,,"","",,,,"","",,"",42; 43; 44,2021; 2022; 2023,shared; shared; shared,NULL; NULL; NULL,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",International,NULL; NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.10048921888402,Syrian Arab Republic,NGOs and CSOs,SYR,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
233726,0,2021,233729|233728|233727,financial,2021-06-22T02:25:37.970Z,2021-06-21T00:00:00Z,2021-06-21T00:00:00Z,"Assistance, protection, prevention and cooperation activities","",0.82,2021-06-21T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-07-30T08:06:15.072Z,1,incoming,shared,0,AA-S09 321.50 PSE 02/21,4306,"Germany, Government of",single,Government,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,83,Germany,single,"","",National government,NULL; NULL; NULL,"","","","","","","","","",171,occupied Palestinian territory,single,"","",2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,,,"","",,,,"","",,"",42; 43; 44,2021; 2022; 2023,shared; shared; shared,NULL; NULL; NULL,,"","","","","","",International Society,NULL; NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.10048921888402,occupied Palestinian territory,RCRC,PSE,"",Red Cross,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
233810,284553,2021,"",financial,2021-06-29T02:28:23.461Z,2021-06-22T00:00:00Z,2021-06-22T00:00:00Z,Strengthening Forecast-based Early Actions in Cyclone Prone coastal region in Bangladesh (STEP) (ECHO/-XA/BUD/2021/91030),"",0.82,2021-06-23T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,226268,commitment,2021-06-29T09:38:56.953Z,2,incoming,shared,7e+05,ECHO/-XA/BUD/2021/91030,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Inter-governmental,42,2021,single,"","","","","","","","","","","","","","","","","",19,Bangladesh,single,"","",4536,Action Contre la Faim,single,NGO,,,"","",,,,"","",,"",42; 43; 44,2021; 2022; 2023,shared; shared; shared,NULL; NULL; NULL,,"","","","","","",International,NULL; NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",263127.972575817,0.263127972575817,1.08142436250486,Bangladesh,NGOs and CSOs,BGD,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,European Commission,EUI,EC,no,2022
233923,0.2,,234423|234197|233926|233925|233924,financial,2021-06-29T02:00:47.767Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,"""""YP in six selected countries in the MENA region achieve more freedom to enjoy their SRHR in inclusive societies.""""","",0.8326,2021-06-15T00:00:00Z,Parked,Multiyear,TRUE,EUR,Traditional aid,,commitment,2021-06-29T10:07:45.623Z,1,incoming,shared,1,R09313 (Masarouna),3008,"Netherlands, Government of",single,Government,42,2021,single,"",157,Netherlands,single,"","",National government,"","","","","","","","","","",106,Iraq,single,"","",744,OXFAM,single,"",,,"","",,,,"","",,"",46; 45; 44; 43; 42,2025; 2024; 2023; 2022; 2021,shared; shared; shared; shared; shared,"",,"","","","","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0.182577401134877,1.82577401134877e-07,1.09542582355114,Iraq,NGOs and CSOs,IRQ,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Netherlands,NLD,DAC governments,no,2022
233940,1172333,2021,"",financial,2021-06-29T02:27:15.484Z,2021-04-16T00:00:00Z,2021-04-16T00:00:00Z,PROSCOLAC (PROtection et SCOlarisation des Enfants de la région du LAC),"",0.853,2021-06-28T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,245108,commitment,2022-02-09T10:51:23.531Z,1,incoming,shared,2e+06,ECHO/-AF/BUD/2021/92005,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Inter-governmental,42,2021,single,"","","","","","","","","","","","","","","","","",44,Chad,single,"","",2825,Handicap International/ANS,single,NGO,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,"","","","","","",Affiliated,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",1084063.79645875,1.08406379645875,1.08142436250486,Chad,NGOs and CSOs,TCD,Internationally Affiliated NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,European Commission,EUI,EC,no,2022
234216,970319.5,2021,"",financial,2021-06-29T02:30:00.583Z,2021-05-10T00:00:00Z,2021-05-10T00:00:00Z,"Emergency response for access to quality health services for populations affected by humanitarian crisis in Oromia, Somali and Afar regions, Ethiopia","",0.876,2021-06-28T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,,commitment,2022-01-18T12:29:36.340Z,1,incoming,shared,1700000,ECHO/-HF/BUD/2021/91012,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Inter-governmental,42,2021,single,"","","","","","","","","","","","","","","","","",71,Ethiopia,single,"","",805,Medicus Mundi,single,NGO,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,947,Ethiopia Tigray Complex Emergency,single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",897260.625562832,0.897260625562832,1.08142436250486,Ethiopia,NGOs and CSOs,ETH,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,European Commission,EUI,EC,no,2022
234217,57077.5,2021,"",financial,2021-06-29T02:30:00.860Z,2021-05-10T00:00:00Z,2021-05-10T00:00:00Z,"Emergency response for access to quality health services for populations affected by humanitarian crisis in Oromia, Somali and Afar regions, Ethiopia","",0.876,2021-06-28T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,,commitment,2022-01-18T12:31:00.124Z,1,incoming,shared,1e+05,ECHO/-HF/BUD/2021/91012,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Inter-governmental,42,2021,single,"","","","","","","","","","","","","","","","","",71,Ethiopia,single,"","",805,Medicus Mundi,single,NGO,,,"","",,,,"","",,"",42; 43,2021; 2022,shared; shared,NULL; NULL,,947,Ethiopia Tigray Complex Emergency,single,"","","",International,NULL; NULL,"","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",52779.9280088286,0.0527799280088286,1.08142436250486,Ethiopia,NGOs and CSOs,ETH,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,European Commission,EUI,EC,no,2022
234431,0,,234433|234432,financial,2021-06-29T07:13:32.080Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,Building a pathway for durable solutions for Syrian refugees and IDPs in Iraq,"",,2021-06-15T00:00:00Z,Parked,Multiyear,TRUE,"",Traditional aid,,commitment,2021-08-05T02:11:42.136Z,1,incoming,shared,,R09691,3776,"Denmark, Government of",single,Government,42,2021,single,"",61,Denmark,single,"","",National government,"","","","","","","","","","",106,Iraq,single,"","",744,OXFAM,single,"",,,"","",,,,"","",,"",43; 42,2022; 2021,shared; shared,"",,"","","","","","","","","","",,"",,"","",,,,,"","",,,,,,"","",,"",,,"","","","","","",,"","","","","",,,"",0,0,1.08890166472219,Iraq,NGOs and CSOs,IRQ,International NGO,NGOs,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Denmark,DNK,DAC governments,no,2022
